1,2019-05-14T10:58:09,42.361107,-71.092400,-0.221497,0.014771,1.037598
1,2019-05-14T10:58:11,42.361107,-71.092400,-0.220825,0.011047,1.036865
1,2019-05-14T10:58:19,42.361107,-71.092400,-0.217285,0.009521,1.033569
1,2019-05-14T10:58:21,42.361107,-71.092392,-0.216736,0.008301,1.041260
1,2019-05-14T10:58:24,42.361111,-71.092384,-0.221741,0.012695,1.037720
1,2019-05-14T10:58:29,42.361107,-71.092392,-0.219910,0.012146,1.034790
1,2019-05-14T10:58:31,42.361107,-71.092392,-0.220276,0.009888,1.036377
1,2019-05-14T10:58:35,42.361107,-71.092392,-0.227234,0.008362,1.040649
1,2019-05-14T10:58:37,42.361103,-71.092392,-0.220581,0.013611,1.039001
1,2019-05-14T10:58:39,42.361103,-71.092392,-0.216309,-0.015991,1.049622
1,2019-05-14T10:58:41,42.361103,-71.092392,-0.222839,0.008179,1.034119
1,2019-05-14T10:58:44,42.361103,-71.092392,-0.249390,0.013794,1.055847
1,2019-05-14T10:58:46,42.361103,-71.092392,-0.218018,0.007507,1.035156
1,2019-05-14T10:58:48,42.361103,-71.092392,-0.221130,0.007935,1.037842
1,2019-05-14T10:58:51,42.361103,-71.092392,-0.219666,0.011108,1.036255
1,2019-05-14T10:58:53,42.361103,-71.092392,-0.218750,0.011902,1.038818
1,2019-05-14T10:59:02,42.361095,-71.092392,-0.218750,0.009888,1.037537
1,2019-05-14T10:59:05,42.361095,-71.092384,-0.218384,0.011963,1.036438
1,2019-05-14T10:59:07,42.361095,-71.092392,-0.222656,0.012634,1.041321
1,2019-05-14T10:59:10,42.361095,-71.092392,-0.221069,0.016663,1.037048
1,2019-05-14T10:59:12,42.361095,-71.092392,-0.219910,0.013611,1.038086
1,2019-05-14T10:59:15,42.361095,-71.092392,-0.222595,0.011841,1.038025
1,2019-05-14T10:59:17,42.361095,-71.092392,-0.222229,0.010742,1.039368
1,2019-05-14T10:59:19,42.361099,-71.092392,-0.217285,0.015869,1.039246
1,2019-05-14T10:59:23,42.361099,-71.092392,-0.218628,0.011414,1.033691
1,2019-05-14T10:59:26,42.361099,-71.092392,-0.219604,0.011047,1.035461
1,2019-05-14T10:59:28,42.361099,-71.092392,-0.219299,0.011780,1.035217
1,2019-05-14T10:59:31,42.361099,-71.092392,-0.221375,0.011047,1.037781
1,2019-05-14T10:59:34,42.361099,-71.092392,-0.218933,0.009888,1.034668
1,2019-05-14T10:59:37,42.361099,-71.092392,-0.077881,0.157898,1.080688
1,2019-05-14T10:59:39,42.361099,-71.092392,-0.449097,0.074341,1.054626
1,2019-05-14T10:59:41,42.361099,-71.092392,-0.292908,0.461731,0.764893
1,2019-05-14T10:59:43,42.361099,-71.092392,0.113037,0.003479,1.062195
1,2019-05-14T10:59:45,42.361099,-71.092392,-0.087097,-0.004517,1.069458
1,2019-05-14T10:59:47,42.361099,-71.092392,-0.284790,0.151001,1.145874
1,2019-05-14T10:59:51,42.361099,-71.092392,-0.502930,0.186462,0.885193
1,2019-05-14T10:59:54,42.361099,-71.092392,-0.372559,0.325256,1.130249
1,2019-05-14T10:59:58,42.361115,-71.092392,-0.457458,0.307312,0.950500
1,2019-05-14T11:00:02,42.361115,-71.092392,-0.433716,0.238586,0.826538
1,2019-05-14T11:00:04,42.361107,-71.092400,-0.016663,-0.104797,0.973572
1,2019-05-14T11:00:06,42.361103,-71.092400,-0.150452,-0.367615,1.105408
1,2019-05-14T11:00:08,42.361103,-71.092400,-0.305725,0.139893,0.940491
1,2019-05-14T11:00:10,42.361103,-71.092392,-0.222351,0.015076,1.032104
1,2019-05-14T11:00:12,42.361103,-71.092392,-0.223999,0.016907,1.033813
1,2019-05-14T11:00:14,42.361103,-71.092392,-0.225769,0.016113,1.034546
1,2019-05-14T11:00:16,42.361103,-71.092392,-0.221313,0.014648,1.029785
1,2019-05-14T11:00:18,42.361099,-71.092384,-0.223816,0.015137,1.035278
1,2019-05-14T11:00:20,42.361099,-71.092384,-0.222717,0.016479,1.037354
1,2019-05-14T11:00:23,42.361099,-71.092384,-0.223328,0.015991,1.036072
1,2019-05-14T11:00:25,42.361095,-71.092384,-0.221985,0.016418,1.035156
1,2019-05-14T11:00:27,42.361095,-71.092377,-0.224060,0.016785,1.033691
1,2019-05-14T11:00:29,42.361095,-71.092377,-0.224304,0.015625,1.038513
1,2019-05-14T11:00:31,42.361095,-71.092377,-0.222839,0.017395,1.035828
1,2019-05-14T11:00:33,42.361095,-71.092377,-0.222351,0.019897,1.034302
1,2019-05-14T11:00:35,42.361095,-71.092377,-0.222351,0.018188,1.038818
1,2019-05-14T11:00:38,42.361092,-71.092377,-0.223755,0.016602,1.035339
1,2019-05-14T11:00:40,42.361092,-71.092377,-0.247009,-0.015991,1.034058
1,2019-05-14T11:00:43,42.361092,-71.092377,-0.223206,0.020142,1.035828
1,2019-05-14T11:00:45,42.361092,-71.092377,-0.220581,0.020386,1.032898
1,2019-05-14T11:00:47,42.361092,-71.092377,-0.223206,0.017700,1.033142
1,2019-05-14T11:00:49,42.361092,-71.092384,-0.223938,0.017578,1.035400
1,2019-05-14T11:00:51,42.361092,-71.092384,-0.224182,0.016724,1.038879
1,2019-05-14T11:00:53,42.361092,-71.092384,-0.224487,0.017700,1.045105
1,2019-05-14T11:00:55,42.361092,-71.092384,-0.229919,0.011963,1.057190
1,2019-05-14T11:00:57,42.361092,-71.092377,-0.223145,0.018372,1.031128
1,2019-05-14T11:01:01,42.361092,-71.092377,-0.224304,0.018188,1.037292
1,2019-05-14T11:01:06,42.361092,-71.092384,-0.222534,0.016846,1.033142
1,2019-05-14T11:01:08,42.361092,-71.092377,-0.222839,0.018005,1.037292
1,2019-05-14T11:01:11,42.361092,-71.092377,-0.224854,0.017395,1.038208
1,2019-05-14T11:01:14,42.361092,-71.092377,-0.224060,0.017212,1.035339
1,2019-05-14T11:01:16,42.361088,-71.092377,-0.222656,0.019226,1.034851
1,2019-05-14T11:01:18,42.361088,-71.092377,-0.224182,0.018127,1.036438
1,2019-05-14T11:01:20,42.361088,-71.092377,-0.222534,0.016846,1.037292
1,2019-05-14T11:01:22,42.361088,-71.092377,-0.223999,0.017395,1.036255
1,2019-05-14T11:01:24,42.361088,-71.092377,-0.224182,0.017761,1.033264
1,2019-05-14T11:01:26,42.361088,-71.092377,-0.222900,0.016174,1.033630
1,2019-05-14T11:01:28,42.361088,-71.092377,-0.223206,0.018066,1.035645
1,2019-05-14T11:01:31,42.361088,-71.092377,-0.224182,0.019470,1.036011
1,2019-05-14T11:01:33,42.361088,-71.092377,-0.223572,0.016357,1.032166
1,2019-05-14T11:01:36,42.361088,-71.092377,-0.222839,0.019348,1.036255
1,2019-05-14T11:01:38,42.361088,-71.092377,-0.224487,0.018005,1.038269
1,2019-05-14T11:01:43,42.361092,-71.092377,-0.224365,0.018799,1.035217
1,2019-05-14T11:01:45,42.361092,-71.092377,-0.225342,0.016357,1.038513
1,2019-05-14T11:01:47,42.361092,-71.092377,-0.222473,0.016785,1.039124
1,2019-05-14T11:01:50,42.361092,-71.092377,-0.223389,0.017029,1.037476
1,2019-05-14T11:01:52,42.361092,-71.092377,-0.224121,0.016785,1.037109
1,2019-05-14T11:01:55,42.361092,-71.092377,-0.220642,0.017700,1.036133
1,2019-05-14T11:01:58,42.361092,-71.092377,-0.223145,0.016541,1.036621
1,2019-05-14T11:02:00,42.361092,-71.092377,-0.222412,0.017334,1.037231
1,2019-05-14T11:02:02,42.361092,-71.092377,-0.222717,0.018066,1.033630
1,2019-05-14T11:02:04,42.361092,-71.092377,-0.223572,0.017883,1.036011
